,Date,start time,Activity,end time,duration
654,2010-12-07,05:17:57.545662,Sleeping,08:19:51.228499,0 days 03:01:53.682837000
655,2010-12-07,08:34:44.480368,Meal_Preparation,08:52:06.215537,0 days 00:10:49.175572000
656,2010-12-07,08:52:26.872198,Relax,10:06:39.56536,0 days 00:08:47.044956000
657,2010-12-07,10:12:03.722394,Meal_Preparation,10:18:06.053895,0 days 00:06:02.331501000
658,2010-12-07,10:18:19.259321,Eating,10:24:21.674355,0 days 00:06:02.415034000
659,2010-12-07,11:39:15.612207,Leave_Home,11:39:19.964674,0 days 00:00:04.352467000
660,2010-12-07,14:35:11.375122,Enter_Home,14:35:16.79131,0 days 00:00:05.416188000
661,2010-12-07,14:41:20.874208,Leave_Home,14:41:25.69663,0 days 00:00:04.822422000
662,2010-12-07,14:42:06.859772,Enter_Home,14:42:12.915531,0 days 00:00:06.055759000
663,2010-12-07,14:51:38.644723,Leave_Home,14:51:42.527335,0 days 00:00:03.882612000
664,2010-12-07,15:16:44.682119,Enter_Home,15:17:07.370504,0 days 00:00:22.688385000
665,2010-12-07,15:24:40.176706,Meal_Preparation,15:39:55.21722,0 days 00:05:14.634250000
666,2010-12-07,15:40:11.234623,Eating,15:53:35.058034,0 days 00:13:23.823411000
667,2010-12-07,16:27:26.348681,Wash_Dishes,16:54:59.499326,0 days 00:27:33.150645000
668,2010-12-07,17:01:46.993817,Meal_Preparation,17:34:11.912113,0 days 00:32:24.918296000
669,2010-12-07,17:34:29.663925,Eating,17:44:23.292038,0 days 00:09:53.628113000
670,2010-12-07,18:38:39.359159,Leave_Home,18:39:02.361496,0 days 00:00:23.002337000
671,2010-12-07,18:39:04.364216,Enter_Home,18:39:21.890404,0 days 00:00:17.526188000
672,2010-12-07,18:39:40.867339,Leave_Home,18:39:45.180218,0 days 00:00:04.312879000
673,2010-12-07,18:40:17.945707,Enter_Home,18:40:23.681557,0 days 00:00:05.735850000
674,2010-12-07,18:48:48.901576,Relax,22:28:57.587853,0 days 00:04:28.273330000
675,2010-12-07,22:40:30.130851,Sleeping,04:05:11.656468,0 days 05:24:41.525617000
676,2010-12-08,04:05:18.796797,Bed_to_Toilet,04:07:51.277149,0 days 00:02:32.480352000
677,2010-12-08,04:08:18.031995,Sleeping,08:48:36.82205,0 days 04:40:18.790055000
678,2010-12-08,08:58:35.984188,Meal_Preparation,09:14:17.350376,0 days 00:15:41.366188000
679,2010-12-08,09:15:01.113901,Relax,10:03:52.995916,0 days 00:15:59.472819000
680,2010-12-08,10:24:55.394668,Work,10:27:30.336217,0 days 00:02:34.941549000
681,2010-12-08,10:56:09.058319,Housekeeping,11:40:22.13159,0 days 00:44:13.073271000
682,2010-12-08,11:42:47.380741,Leave_Home,11:42:51.862036,0 days 00:00:04.481295000
683,2010-12-08,11:43:28.646994,Enter_Home,11:43:33.269212,0 days 00:00:04.622218000
684,2010-12-08,11:43:57.776989,Leave_Home,11:44:01.702109,0 days 00:00:03.925120000
685,2010-12-08,14:02:37.458508,Enter_Home,14:02:43.611923,0 days 00:00:06.153415000
686,2010-12-08,14:18:12.042274,Work,14:33:36.093333,0 days 00:15:24.051059000
687,2010-12-08,14:44:02.467205,Relax,16:35:52.755055,0 days 00:24:12.174841000
688,2010-12-08,16:50:08.451455,Work,17:09:54.488143,0 days 00:09:20.698949000
689,2010-12-08,17:11:39.786457,Meal_Preparation,17:14:44.050375,0 days 00:03:04.263918000
690,2010-12-08,17:19:00.299401,Eating,17:29:07.075519,0 days 00:10:06.776118000
691,2010-12-08,17:31:25.484699,Wash_Dishes,17:48:09.666999,0 days 00:16:44.182300000
692,2010-12-08,17:48:57.951104,Relax,23:03:38.871105,0 days 01:21:05.474165000
693,2010-12-08,23:25:48.806375,Sleeping,03:09:15.524743,0 days 03:43:26.718368000
694,2010-12-09,03:09:22.532479,Bed_to_Toilet,03:12:24.654381,0 days 00:03:02.121902000
695,2010-12-09,03:12:36.649413,Sleeping,05:57:52.232914,0 days 02:45:15.583501000
696,2010-12-09,06:02:27.675697,Meal_Preparation,06:06:01.070922,0 days 00:03:33.395225000
697,2010-12-09,06:14:42.897588,Relax,06:38:35.87967,0 days 00:12:26.487953000
698,2010-12-09,06:58:54.837585,Work,07:01:30.730927,0 days 00:02:35.893342000
699,2010-12-09,08:01:45.681122,Meal_Preparation,08:04:21.664093,0 days 00:02:35.982971000
700,2010-12-09,08:04:38.919301,Eating,08:08:07.623517,0 days 00:03:28.704216000
701,2010-12-09,08:28:20.596558,Leave_Home,08:28:24.641555,0 days 00:00:04.044997000
702,2010-12-09,13:16:39.630498,Enter_Home,13:16:43.630767,0 days 00:00:04.000269000
703,2010-12-09,13:20:49.816197,Relax,13:35:13.319118,0 days 00:14:23.502921000
704,2010-12-09,13:50:56.582977,Work,14:21:35.224474,0 days 00:09:16.829858000
705,2010-12-09,14:29:50.256001,Leave_Home,14:29:54.09608,0 days 00:00:03.840079000
706,2010-12-09,16:25:32.350677,Enter_Home,16:25:36.189681,0 days 00:00:03.839004000
707,2010-12-09,16:31:28.187492,Meal_Preparation,16:48:48.337152,0 days 00:17:20.149660000
708,2010-12-09,16:48:53.653917,Relax,18:06:59.192507,0 days 00:05:40.970914000
709,2010-12-09,18:18:26.843137,Leave_Home,18:18:31.023536,0 days 00:00:04.180399000
710,2010-12-09,18:19:47.542101,Enter_Home,18:19:52.428055,0 days 00:00:04.885954000
711,2010-12-09,18:19:56.141834,Leave_Home,18:20:00.23519,0 days 00:00:04.093356000
712,2010-12-09,21:29:29.470949,Enter_Home,21:29:57.298055,0 days 00:00:27.827106000
713,2010-12-09,21:46:19.333477,Relax,23:00:22.580751,0 days 00:08:52.961881000
714,2010-12-09,23:08:51.253547,Sleeping,05:57:04.321862,0 days 06:48:13.068315000
715,2010-12-10,06:05:06.35975,Meal_Preparation,06:25:21.319325,0 days 00:12:47.645076000
716,2010-12-10,06:26:55.65393,Relax,07:12:42.792135,0 days 00:11:25.828941000
717,2010-12-10,08:06:15.363125,Leave_Home,08:06:20.604091,0 days 00:00:05.240966000
718,2010-12-10,09:35:11.119748,Enter_Home,09:35:14.159568,0 days 00:00:03.039820000
719,2010-12-10,09:42:25.92186,Leave_Home,09:42:31.762569,0 days 00:00:05.840709000
720,2010-12-10,13:28:38.231017,Enter_Home,13:28:42.089747,0 days 00:00:03.858730000
721,2010-12-10,13:31:59.222059,Relax,17:34:16.828967,0 days 00:39:19.281464000
722,2010-12-10,17:35:18.69659,Housekeeping,17:41:07.501226,0 days 00:05:48.804636000
723,2010-12-10,17:49:31.813748,Relax,17:54:32.639317,0 days 00:05:00.825569000
724,2010-12-10,18:08:51.400297,Leave_Home,18:08:54.651656,0 days 00:00:03.251359000
725,2010-12-10,18:10:14.073543,Enter_Home,18:10:21.142692,0 days 00:00:07.069149000
726,2010-12-10,18:35:07.291309,Relax,18:52:08.276548,0 days 00:17:00.985239000
727,2010-12-10,19:02:39.788482,Leave_Home,19:02:43.884615,0 days 00:00:04.096133000
728,2010-12-10,23:08:03.454896,Enter_Home,23:08:08.124004,0 days 00:00:04.669108000
729,2010-12-10,23:10:11.632229,Relax,23:56:33.533851,0 days 00:13:27.048299000
730,2010-12-11,00:08:59.276708,Relax,01:36:37.722456,0 days 01:27:38.445748000
731,2010-12-11,01:40:30.223807,Sleeping,08:29:11.28444,0 days 06:48:41.060633000
732,2010-12-11,08:40:09.174623,Meal_Preparation,08:51:58.444469,0 days 00:05:30.255998000
733,2010-12-11,08:52:16.482964,Relax,09:12:11.809749,0 days 00:19:55.326785000
734,2010-12-11,10:58:58.467966,Leave_Home,10:59:02.723404,0 days 00:00:04.255438000
735,2010-12-11,13:25:17.675518,Enter_Home,13:25:22.115447,0 days 00:00:04.439929000
736,2010-12-11,13:49:11.157873,Relax,23:26:47.931916,0 days 00:18:42.536605000
737,2010-12-11,23:27:30.75563,Sleeping,23:43:32.603626,0 days 00:16:01.847996000
738,2010-12-11,23:43:36.097306,Bed_to_Toilet,23:46:32.287586,0 days 00:02:56.190280000
739,2010-12-11,23:46:33.699924,Sleeping,03:47:23.863407,0 days 04:00:50.163483000
740,2010-12-12,03:47:32.464322,Bed_to_Toilet,03:50:36.912847,0 days 00:03:04.448525000
741,2010-12-12,03:50:51.394103,Sleeping,05:57:23.192203,0 days 02:06:31.798100000
742,2010-12-12,06:04:28.645455,Meal_Preparation,06:17:31.723277,0 days 00:13:03.077822000
743,2010-12-12,06:18:24.157857,Relax,06:36:58.248872,0 days 00:18:34.091015000
744,2010-12-12,07:31:48.272023,Meal_Preparation,07:36:04.760316,0 days 00:04:16.488293000
745,2010-12-12,08:12:46.662202,Leave_Home,08:12:54.316091,0 days 00:00:07.653889000
746,2010-12-12,11:04:00.124625,Enter_Home,11:04:03.849544,0 days 00:00:03.724919000
747,2010-12-12,11:11:12.403297,Relax,11:31:33.771584,0 days 00:20:21.368287000
748,2010-12-12,11:31:39.415523,Meal_Preparation,12:10:32.033973,0 days 00:29:42.044224000
749,2010-12-12,12:10:51.076535,Relax,12:16:00.122276,0 days 00:05:09.045741000
750,2010-12-12,12:17:39.21282,Work,12:53:16.014583,0 days 00:03:50.115144000
751,2010-12-12,13:21:03.765911,Relax,15:41:12.095874,0 days 00:45:40.837310000
752,2010-12-12,15:41:26.230325,Meal_Preparation,16:12:58.687257,0 days 00:31:32.456932000
753,2010-12-12,16:17:37.114093,Relax,16:44:35.662005,0 days 00:26:58.547912000
754,2010-12-12,16:44:46.782948,Meal_Preparation,16:47:16.90921,0 days 00:02:30.126262000
755,2010-12-12,16:50:32.634307,Eating,17:02:08.971557,0 days 00:11:36.337250000
756,2010-12-12,17:02:22.912732,Relax,17:18:18.909749,0 days 00:15:55.997017000
757,2010-12-12,17:18:25.357407,Meal_Preparation,17:19:43.803878,0 days 00:01:18.446471000
758,2010-12-12,17:19:49.953745,Eating,17:32:14.896341,0 days 00:12:24.942596000
759,2010-12-12,17:32:46.945553,Relax,22:06:53.195966,0 days 00:55:29.418197000
760,2010-12-12,22:15:29.851843,Sleeping,03:03:38.092016,0 days 04:48:08.240173000
761,2010-12-13,03:03:43.704985,Bed_to_Toilet,03:06:48.063366,0 days 00:03:04.358381000
762,2010-12-13,03:06:57.706263,Sleeping,05:57:04.584925,0 days 02:50:06.878662000
763,2010-12-13,06:02:38.318035,Meal_Preparation,06:14:30.230763,0 days 00:04:48.753601000
764,2010-12-13,06:15:05.748504,Relax,06:29:23.521379,0 days 00:14:17.772875000
765,2010-12-13,07:50:52.486813,Leave_Home,07:51:15.330399,0 days 00:00:22.843586000
766,2010-12-13,09:38:33.288304,Enter_Home,09:38:39.796501,0 days 00:00:06.508197000
767,2010-12-13,09:44:56.606003,Leave_Home,09:45:01.602327,0 days 00:00:04.996324000
768,2010-12-13,09:45:50.703192,Enter_Home,09:45:56.521526,0 days 00:00:05.818334000
769,2010-12-13,09:48:12.066892,Relax,09:56:59.42133,0 days 00:08:47.354438000
770,2010-12-13,09:57:36.528238,Meal_Preparation,10:08:13.952015,0 days 00:10:37.423777000
771,2010-12-13,10:08:17.87002,Relax,10:19:42.654217,0 days 00:11:24.784197000
772,2010-12-13,10:20:25.630553,Meal_Preparation,10:36:58.806515,0 days 00:12:40.288855000
773,2010-12-13,10:37:05.313966,Relax,12:31:44.673898,0 days 00:25:01.387435000
774,2010-12-13,12:31:53.129565,Meal_Preparation,12:59:14.666461,0 days 00:07:08.499511000
775,2010-12-13,13:02:39.492297,Eating,13:31:03.220677,0 days 00:11:13.050159000
776,2010-12-13,13:31:14.295677,Meal_Preparation,13:32:56.076382,0 days 00:01:41.780705000
777,2010-12-13,13:38:56.245166,Eating,13:45:25.016893,0 days 00:06:28.771727000
778,2010-12-13,13:50:54.468301,Work,14:01:35.563019,0 days 00:10:41.094718000
779,2010-12-13,14:02:09.571548,Eating,14:22:37.597702,0 days 00:20:28.026154000
780,2010-12-13,14:23:38.051993,Work,14:39:21.911099,0 days 00:02:49.603647000
781,2010-12-13,14:47:37.911856,Relax,14:56:25.674876,0 days 00:08:47.763020000
782,2010-12-13,15:16:29.548034,Leave_Home,15:16:32.494491,0 days 00:00:02.946457000
783,2010-12-13,15:18:19.00428,Enter_Home,15:18:22.258679,0 days 00:00:03.254399000
784,2010-12-13,15:35:21.213822,Leave_Home,15:35:25.838592,0 days 00:00:04.624770000
785,2010-12-13,19:42:55.826715,Enter_Home,19:43:06.960947,0 days 00:00:11.134232000
786,2010-12-13,19:51:46.012105,Meal_Preparation,20:05:00.256545,0 days 00:07:12.172408000
787,2010-12-13,20:07:52.394938,Eating,20:27:03.089232,0 days 00:12:48.488086000
788,2010-12-13,20:28:39.331856,Relax,00:04:36.081049,0 days 00:13:10.997171000
789,2010-12-14,00:08:42.16941,Sleeping,06:20:11.713127,0 days 06:11:29.543717000
790,2010-12-14,06:20:16.680011,Bed_to_Toilet,06:23:38.649685,0 days 00:03:21.969674000
791,2010-12-14,06:23:53.20329,Sleeping,08:37:33.924546,0 days 02:13:40.721256000
792,2010-12-14,08:40:50.789491,Meal_Preparation,08:46:31.90029,0 days 00:05:41.110799000
793,2010-12-14,08:54:16.798235,Relax,09:26:18.662553,0 days 00:12:37.598175000
794,2010-12-14,09:50:09.939582,Meal_Preparation,10:01:34.775151,0 days 00:11:24.835569000
795,2010-12-14,10:01:39.02371,Leave_Home,10:01:42.81249,0 days 00:00:03.788780000
796,2010-12-14,10:03:25.490416,Enter_Home,10:03:29.518224,0 days 00:00:04.027808000
797,2010-12-14,10:03:45.932251,Meal_Preparation,10:10:07.119591,0 days 00:06:21.187340000
798,2010-12-14,10:10:24.256182,Eating,10:15:26.786994,0 days 00:05:02.530812000
799,2010-12-14,11:02:24.124529,Relax,11:06:29.112799,0 days 00:04:04.988270000
800,2010-12-14,11:23:28.910404,Leave_Home,11:23:34.354943,0 days 00:00:05.444539000
801,2010-12-14,11:24:03.810204,Enter_Home,11:24:08.355782,0 days 00:00:04.545578000
802,2010-12-14,11:29:01.404814,Leave_Home,11:29:05.802811,0 days 00:00:04.397997000
803,2010-12-14,15:12:11.38451,Enter_Home,15:12:26.025263,0 days 00:00:14.640753000
804,2010-12-14,15:16:33.729615,Meal_Preparation,15:50:18.951286,0 days 00:32:51.242703000
805,2010-12-14,15:51:04.75489,Eating,15:57:35.138573,0 days 00:06:30.383683000
806,2010-12-14,16:00:30.304017,Meal_Preparation,16:02:05.482211,0 days 00:01:35.178194000
807,2010-12-14,16:03:00.116437,Eating,16:08:13.363381,0 days 00:05:13.246944000
808,2010-12-14,16:13:55.831291,Relax,17:30:08.81978,0 days 00:05:29.461467000
809,2010-12-14,17:38:13.517583,Meal_Preparation,17:43:04.038146,0 days 00:04:50.520563000
810,2010-12-14,17:57:18.036893,Leave_Home,17:57:21.426042,0 days 00:00:03.389149000
811,2010-12-14,17:58:44.562297,Enter_Home,17:58:48.262572,0 days 00:00:03.700275000
812,2010-12-14,18:10:58.523173,Leave_Home,18:11:04.751364,0 days 00:00:06.228191000
813,2010-12-14,18:11:38.107611,Enter_Home,18:11:42.136406,0 days 00:00:04.028795000
814,2010-12-14,18:16:49.219863,Relax,00:01:37.199757,0 days 00:18:22.551328000
815,2010-12-15,00:09:53.833095,Sleeping,00:42:01.498236,0 days 00:32:07.665141000
816,2010-12-15,00:42:08.555409,Bed_to_Toilet,00:43:03.990217,0 days 00:00:55.434808000
817,2010-12-15,00:43:38.774043,Sleeping,05:12:53.543636,0 days 04:29:14.769593000
818,2010-12-15,05:13:10.475089,Bed_to_Toilet,05:16:21.351492,0 days 00:03:10.876403000
819,2010-12-15,05:16:26.35437,Sleeping,08:22:30.152654,0 days 03:06:03.798284000
820,2010-12-15,08:33:56.902167,Meal_Preparation,08:50:29.827481,0 days 00:16:32.925314000
821,2010-12-15,08:52:48.750558,Relax,09:51:24.294848,0 days 00:23:18.686662000
822,2010-12-15,09:53:29.852662,Meal_Preparation,10:01:45.331358,0 days 00:08:15.478696000
823,2010-12-15,10:01:46.733749,Eating,10:09:39.071659,0 days 00:07:52.337910000
824,2010-12-15,11:27:35.661356,Leave_Home,11:27:40.406499,0 days 00:00:04.745143000
825,2010-12-15,12:24:22.318757,Enter_Home,12:24:27.384374,0 days 00:00:05.065617000
826,2010-12-15,12:33:52.249494,Relax,12:40:16.045469,0 days 00:06:23.795975000
827,2010-12-15,12:42:07.116976,Leave_Home,12:42:11.274909,0 days 00:00:04.157933000
828,2010-12-15,16:04:24.052013,Enter_Home,16:04:30.23917,0 days 00:00:06.187157000
829,2010-12-15,16:11:50.925171,Relax,00:23:29.452978,0 days 00:13:16.704202000
830,2010-12-16,00:33:22.306494,Sleeping,06:57:04.112076,0 days 06:23:41.805582000
831,2010-12-16,07:10:16.212403,Meal_Preparation,07:21:51.996839,0 days 00:11:35.784436000
832,2010-12-16,07:23:10.713213,Relax,07:46:28.100665,0 days 00:11:28.862521000
833,2010-12-16,08:47:13.561751,Leave_Home,08:47:17.928582,0 days 00:00:04.366831000
834,2010-12-16,10:39:05.817294,Enter_Home,10:39:10.761828,0 days 00:00:04.944534000
835,2010-12-16,11:00:40.047339,Meal_Preparation,11:19:45.824612,0 days 00:07:42.084471000
836,2010-12-16,11:19:52.336092,Eating,11:24:17.809493,0 days 00:04:25.473401000
837,2010-12-16,11:24:20.58891,Wash_Dishes,11:31:15.283997,0 days 00:06:54.695087000
838,2010-12-16,11:43:33.610138,Leave_Home,11:43:37.990049,0 days 00:00:04.379911000
839,2010-12-16,14:06:54.871582,Enter_Home,14:07:00.215082,0 days 00:00:05.343500000
840,2010-12-16,14:15:18.164554,Meal_Preparation,14:39:43.579581,0 days 00:24:25.415027000
841,2010-12-16,14:39:51.264885,Relax,20:21:32.508057,0 days 00:22:11.102535000
842,2010-12-16,20:25:17.824651,Meal_Preparation,20:37:45.043484,0 days 00:12:27.218833000
843,2010-12-16,20:37:50.00419,Relax,23:59:10.55264,0 days 00:25:17.218270000
844,2010-12-16,23:59:43.032722,Sleeping,06:06:41.784358,0 days 06:06:58.751636000
845,2010-12-17,06:06:47.677515,Bed_to_Toilet,06:09:26.765231,0 days 00:02:39.087716000
846,2010-12-17,06:09:29.949753,Sleeping,08:39:37.801682,0 days 02:30:07.851929000
847,2010-12-17,08:48:56.773004,Meal_Preparation,09:06:48.933462,0 days 00:17:52.160458000
848,2010-12-17,09:06:58.547606,Relax,10:33:49.071742,0 days 00:08:27.233131000
849,2010-12-17,10:35:08.61603,Meal_Preparation,10:42:02.213302,0 days 00:03:37.376980000
850,2010-12-17,10:42:15.311847,Eating,10:46:36.234172,0 days 00:04:20.922325000
851,2010-12-17,11:43:17.748849,Leave_Home,11:43:22.883559,0 days 00:00:05.134710000
852,2010-12-17,15:01:39.243654,Enter_Home,15:01:43.973312,0 days 00:00:04.729658000
853,2010-12-17,15:16:11.832555,Meal_Preparation,15:32:43.793945,0 days 00:16:31.961390000
854,2010-12-17,15:33:25.587425,Relax,15:59:10.596819,0 days 00:16:12.640344000
855,2010-12-17,16:09:25.4763,Leave_Home,16:09:29.814364,0 days 00:00:04.338064000
856,2010-12-17,17:13:14.393182,Enter_Home,17:13:33.670661,0 days 00:00:19.277479000
857,2010-12-17,17:25:05.563062,Meal_Preparation,17:48:15.691462,0 days 00:23:10.128400000
858,2010-12-17,17:48:41.113718,Housekeeping,18:05:15.874729,0 days 00:16:34.761011000
859,2010-12-17,18:30:10.374371,Meal_Preparation,19:01:32.794671,0 days 00:31:22.420300000
860,2010-12-17,19:07:28.712481,Relax,00:40:45.065446,0 days 00:05:57.623501000
861,2010-12-18,00:57:34.473911,Sleeping,01:27:27.397153,0 days 00:29:52.923242000
862,2010-12-18,01:27:46.413229,Bed_to_Toilet,01:28:30.48094,0 days 00:00:44.067711000
863,2010-12-18,01:29:15.320678,Sleeping,07:05:06.39239,0 days 05:35:51.071712000
864,2010-12-18,07:05:14.404894,Bed_to_Toilet,07:07:45.804895,0 days 00:02:31.400001000
865,2010-12-18,07:07:53.291737,Sleeping,08:26:25.029847,0 days 01:18:31.738110000
866,2010-12-18,08:28:57.063358,Meal_Preparation,08:43:48.333023,0 days 00:04:39.412146000
867,2010-12-18,08:44:40.955178,Relax,09:45:01.592679,0 days 00:04:48.741550000
868,2010-12-18,10:19:33.356807,Meal_Preparation,10:31:31.793063,0 days 00:07:55.915980000
869,2010-12-18,10:31:40.889857,Eating,10:38:17.204818,0 days 00:06:36.314961000
870,2010-12-18,11:00:56.092936,Leave_Home,11:00:59.475659,0 days 00:00:03.382723000
871,2010-12-18,14:32:10.052006,Enter_Home,14:32:17.209304,0 days 00:00:07.157298000
872,2010-12-18,14:33:35.878871,Housekeeping,15:04:40.311446,0 days 00:31:04.432575000
873,2010-12-18,15:12:08.665988,Relax,17:51:13.858595,0 days 00:28:20.208027000
874,2010-12-18,17:55:55.07076,Meal_Preparation,18:51:57.165371,0 days 00:56:02.094611000
875,2010-12-18,18:51:59.505358,Relax,19:33:28.320044,0 days 00:09:05.767593000
876,2010-12-18,19:34:54.273029,Meal_Preparation,19:36:35.15056,0 days 00:01:40.877531000
877,2010-12-18,19:36:47.034279,Eating,19:44:47.074068,0 days 00:08:00.039789000
878,2010-12-18,20:05:25.752675,Relax,01:43:51.975994,0 days 00:35:55.201678000
879,2010-12-19,01:48:57.738599,Sleeping,07:23:03.266483,0 days 05:34:05.527884000
880,2010-12-19,07:23:35.812732,Bed_to_Toilet,07:28:15.810557,0 days 00:04:39.997825000
881,2010-12-19,07:28:29.252728,Sleeping,07:48:47.001913,0 days 00:20:17.749185000
882,2010-12-19,07:52:13.80453,Meal_Preparation,08:11:00.043101,0 days 00:03:25.279804000
883,2010-12-19,08:11:20.355339,Relax,09:08:44.529142,0 days 00:57:24.173803000
884,2010-12-19,10:08:22.689571,Leave_Home,10:08:26.950579,0 days 00:00:04.261008000
885,2010-12-19,11:50:14.919853,Enter_Home,11:50:21.965963,0 days 00:00:07.046110000
886,2010-12-19,11:54:50.756156,Meal_Preparation,12:07:52.910349,0 days 00:13:02.154193000
887,2010-12-19,12:08:11.689946,Relax,13:19:58.812222,0 days 00:25:43.482242000
888,2010-12-19,13:28:06.63451,Leave_Home,13:28:11.434824,0 days 00:00:04.800314000
889,2010-12-19,15:48:53.115432,Enter_Home,15:49:04.853648,0 days 00:00:11.738216000
890,2010-12-19,17:00:58.547414,Meal_Preparation,17:46:52.962019,0 days 00:45:54.414605000
891,2010-12-19,18:00:45.450934,Relax,18:05:26.969414,0 days 00:04:41.518480000
892,2010-12-19,18:06:22.921579,Work,18:19:00.913366,0 days 00:12:37.991787000
893,2010-12-19,18:19:09.081116,Relax,18:26:00.610534,0 days 00:06:51.529418000
894,2010-12-19,18:28:09.158931,Leave_Home,18:28:41.86198,0 days 00:00:32.703049000
895,2010-12-19,18:55:12.52583,Enter_Home,18:55:17.271221,0 days 00:00:04.745391000
896,2010-12-19,19:04:28.315191,Relax,23:37:34.83517,0 days 00:29:58.486749000
897,2010-12-19,23:53:37.492392,Sleeping,00:23:49.49158,0 days 00:30:11.999188000
898,2010-12-20,00:23:53.22437,Bed_to_Toilet,00:24:14.657686,0 days 00:00:21.433316000
899,2010-12-20,00:24:24.296383,Sleeping,05:12:59.322209,0 days 04:48:35.025826000
900,2010-12-20,05:13:03.087978,Bed_to_Toilet,05:17:22.559569,0 days 00:04:19.471591000
901,2010-12-20,05:17:38.813593,Sleeping,08:05:13.351532,0 days 02:47:34.537939000
902,2010-12-20,08:17:39.032283,Meal_Preparation,08:20:42.781285,0 days 00:03:03.749002000
903,2010-12-20,08:20:43.550985,Relax,08:27:45.872467,0 days 00:07:02.321482000
904,2010-12-20,08:27:57.586828,Meal_Preparation,08:37:12.562908,0 days 00:09:14.976080000
905,2010-12-20,08:41:52.232108,Relax,09:23:43.387193,0 days 00:04:13.158996000
906,2010-12-20,10:23:01.179822,Leave_Home,10:23:05.443568,0 days 00:00:04.263746000
907,2010-12-20,12:41:34.193009,Enter_Home,12:41:39.024355,0 days 00:00:04.831346000
908,2010-12-20,13:04:58.469107,Meal_Preparation,13:11:37.549236,0 days 00:06:39.080129000
909,2010-12-20,13:16:52.318953,Eating,13:21:31.288236,0 days 00:04:38.969283000
910,2010-12-20,13:22:16.534377,Relax,13:26:13.77401,0 days 00:03:57.239633000
911,2010-12-20,13:32:21.597445,Leave_Home,13:32:25.719683,0 days 00:00:04.122238000
912,2010-12-20,14:44:31.761207,Enter_Home,14:44:36.303006,0 days 00:00:04.541799000
913,2010-12-20,14:49:27.104804,Leave_Home,14:49:31.649648,0 days 00:00:04.544844000
914,2010-12-20,14:51:59.93987,Enter_Home,14:52:04.382024,0 days 00:00:04.442154000
915,2010-12-20,14:55:57.379839,Relax,16:17:14.97546,0 days 00:10:55.695342000
916,2010-12-20,16:46:57.07913,Leave_Home,16:47:54.979851,0 days 00:00:57.900721000
917,2010-12-20,18:44:41.504525,Enter_Home,18:44:48.200127,0 days 00:00:06.695602000
918,2010-12-20,18:52:02.508844,Relax,00:05:18.927864,0 days 00:29:41.089484000
919,2010-12-21,00:36:30.072849,Sleeping,10:25:15.063739,0 days 09:48:44.990890000
920,2010-12-21,10:36:45.050309,Meal_Preparation,10:59:25.667222,0 days 00:22:40.616913000
921,2010-12-21,11:00:04.881578,Relax,11:57:44.290677,0 days 00:35:36.687950000
922,2010-12-21,12:01:39.892023,Work,12:05:15.796676,0 days 00:03:35.904653000
923,2010-12-21,12:39:46.525054,Relax,16:03:03.6149,0 days 00:04:01.388902000
924,2010-12-21,16:03:06.145743,Meal_Preparation,16:51:20.228519,0 days 00:09:17.785241000
925,2010-12-21,16:51:22.769396,Relax,16:56:05.561297,0 days 00:04:42.791901000
926,2010-12-21,16:56:16.270511,Meal_Preparation,17:00:45.424725,0 days 00:04:29.154214000
927,2010-12-21,17:00:57.024441,Relax,17:06:44.062912,0 days 00:05:47.038471000
928,2010-12-21,17:06:46.536279,Meal_Preparation,17:07:48.428566,0 days 00:01:01.892287000
929,2010-12-21,17:08:25.414129,Relax,17:15:05.025848,0 days 00:06:39.611719000
930,2010-12-21,17:15:34.256521,Meal_Preparation,17:17:40.409581,0 days 00:02:06.153060000
931,2010-12-21,17:19:55.531128,Relax,17:48:55.113374,0 days 00:28:59.582246000
932,2010-12-21,17:48:59.098581,Meal_Preparation,17:52:23.121652,0 days 00:03:24.023071000
933,2010-12-21,17:52:34.067934,Relax,18:19:04.285457,0 days 00:26:30.217523000
934,2010-12-21,18:19:04.35533,Meal_Preparation,18:32:56.868575,0 days 00:02:58.956402000
935,2010-12-21,18:33:40.256801,Relax,00:05:31.555222,0 days 00:49:00.516387000
936,2010-12-22,00:11:50.316692,Sleeping,00:54:13.924817,0 days 00:42:23.608125000
937,2010-12-22,00:54:20.568136,Bed_to_Toilet,00:55:07.196247,0 days 00:00:46.628111000
938,2010-12-22,00:55:48.693862,Sleeping,06:07:39.620398,0 days 05:11:50.926536000
939,2010-12-22,06:07:45.871031,Bed_to_Toilet,06:11:18.361483,0 days 00:03:32.490452000
940,2010-12-22,06:11:23.267868,Sleeping,08:43:35.346242,0 days 02:32:12.078374000
941,2010-12-22,09:00:27.477051,Meal_Preparation,09:16:26.73032,0 days 00:09:04.789714000
942,2010-12-22,09:17:44.992122,Relax,10:22:35.881507,0 days 00:07:09.861614000
943,2010-12-22,10:57:29.476014,Leave_Home,10:57:33.983828,0 days 00:00:04.507814000
944,2010-12-22,13:55:07.141753,Enter_Home,13:55:10.815998,0 days 00:00:03.674245000
945,2010-12-22,14:02:29.648507,Relax,14:41:41.42545,0 days 00:09:32.677675000
946,2010-12-22,14:45:45.823827,Leave_Home,14:45:50.464462,0 days 00:00:04.640635000
947,2010-12-22,15:06:11.621487,Enter_Home,15:06:15.823106,0 days 00:00:04.201619000
