,Date,start hour,start min,end hour,end min,Activity
595,2010-12-03,16,15,17,43,Relax
596,2010-12-03,17,48,17,56,Meal_Preparation
597,2010-12-03,17,59,0,2,Relax
598,2010-12-04,0,15,7,31,Sleeping
599,2010-12-04,7,32,7,36,Bed_to_Toilet
600,2010-12-04,7,36,7,48,Sleeping
601,2010-12-04,7,50,8,47,Meal_Preparation
602,2010-12-04,8,51,11,10,Relax
603,2010-12-04,11,18,11,18,Leave_Home
604,2010-12-04,11,18,11,18,Enter_Home
605,2010-12-04,11,30,11,30,Leave_Home
606,2010-12-04,15,54,15,54,Enter_Home
607,2010-12-04,15,55,15,55,Leave_Home
608,2010-12-04,15,55,15,55,Enter_Home
609,2010-12-04,15,56,15,56,Leave_Home
610,2010-12-04,15,56,15,56,Enter_Home
611,2010-12-04,15,58,15,58,Leave_Home
612,2010-12-04,15,58,15,58,Enter_Home
613,2010-12-04,16,29,19,12,Relax
614,2010-12-04,19,12,19,29,Meal_Preparation
615,2010-12-04,19,30,19,43,Eating
616,2010-12-04,19,43,19,47,Wash_Dishes
617,2010-12-04,19,47,22,30,Relax
618,2010-12-04,22,36,22,59,Sleeping
619,2010-12-04,22,59,23,1,Bed_to_Toilet
620,2010-12-04,23,1,4,35,Sleeping
621,2010-12-05,4,35,4,39,Bed_to_Toilet
622,2010-12-05,4,39,5,57,Sleeping
623,2010-12-05,5,59,6,20,Meal_Preparation
624,2010-12-05,6,22,6,48,Relax
625,2010-12-05,8,14,8,14,Leave_Home
626,2010-12-05,11,1,11,1,Enter_Home
627,2010-12-05,11,30,11,30,Leave_Home
628,2010-12-05,11,31,11,31,Enter_Home
629,2010-12-05,11,31,16,52,Work
630,2010-12-05,17,24,18,5,Meal_Preparation
631,2010-12-05,18,12,22,3,Relax
632,2010-12-05,22,18,4,18,Sleeping
633,2010-12-06,4,19,4,22,Bed_to_Toilet
634,2010-12-06,4,22,6,52,Sleeping
635,2010-12-06,8,15,8,15,Leave_Home
636,2010-12-06,8,29,8,29,Enter_Home
637,2010-12-06,8,43,9,47,Relax
638,2010-12-06,9,47,9,49,Meal_Preparation
639,2010-12-06,9,54,10,5,Relax
640,2010-12-06,10,6,10,13,Meal_Preparation
641,2010-12-06,10,15,10,20,Eating
642,2010-12-06,11,42,11,42,Leave_Home
643,2010-12-06,13,37,13,38,Enter_Home
644,2010-12-06,13,45,13,45,Leave_Home
645,2010-12-06,14,2,14,2,Enter_Home
646,2010-12-06,14,3,14,12,Meal_Preparation
647,2010-12-06,14,12,14,36,Relax
648,2010-12-06,15,32,16,29,Work
649,2010-12-06,16,34,23,20,Relax
650,2010-12-06,23,49,0,20,Sleeping
651,2010-12-07,0,20,0,23,Bed_to_Toilet
652,2010-12-07,0,23,5,15,Sleeping
653,2010-12-07,5,15,5,17,Bed_to_Toilet
654,2010-12-07,5,17,8,19,Sleeping
655,2010-12-07,8,34,8,52,Meal_Preparation
656,2010-12-07,8,52,10,6,Relax
657,2010-12-07,10,12,10,18,Meal_Preparation
658,2010-12-07,10,18,10,24,Eating
659,2010-12-07,11,39,11,39,Leave_Home
660,2010-12-07,14,35,14,35,Enter_Home
661,2010-12-07,14,41,14,41,Leave_Home
662,2010-12-07,14,42,14,42,Enter_Home
663,2010-12-07,14,51,14,51,Leave_Home
664,2010-12-07,15,16,15,17,Enter_Home
665,2010-12-07,15,24,15,39,Meal_Preparation
666,2010-12-07,15,40,15,53,Eating
667,2010-12-07,16,27,16,54,Wash_Dishes
668,2010-12-07,17,1,17,34,Meal_Preparation
669,2010-12-07,17,34,17,44,Eating
670,2010-12-07,18,38,18,39,Leave_Home
671,2010-12-07,18,39,18,39,Enter_Home
672,2010-12-07,18,39,18,39,Leave_Home
673,2010-12-07,18,40,18,40,Enter_Home
674,2010-12-07,18,48,22,28,Relax
675,2010-12-07,22,40,4,5,Sleeping
676,2010-12-08,4,5,4,7,Bed_to_Toilet
677,2010-12-08,4,8,8,48,Sleeping
678,2010-12-08,8,58,9,14,Meal_Preparation
679,2010-12-08,9,15,10,3,Relax
680,2010-12-08,10,24,10,27,Work
681,2010-12-08,10,56,11,40,Housekeeping
682,2010-12-08,11,42,11,42,Leave_Home
683,2010-12-08,11,43,11,43,Enter_Home
684,2010-12-08,11,43,11,44,Leave_Home
685,2010-12-08,14,2,14,2,Enter_Home
686,2010-12-08,14,18,14,33,Work
687,2010-12-08,14,44,16,35,Relax
688,2010-12-08,16,50,17,9,Work
689,2010-12-08,17,11,17,14,Meal_Preparation
690,2010-12-08,17,19,17,29,Eating
691,2010-12-08,17,31,17,48,Wash_Dishes
692,2010-12-08,17,48,23,3,Relax
693,2010-12-08,23,25,3,9,Sleeping
694,2010-12-09,3,9,3,12,Bed_to_Toilet
695,2010-12-09,3,12,5,57,Sleeping
696,2010-12-09,6,2,6,6,Meal_Preparation
697,2010-12-09,6,14,6,38,Relax
698,2010-12-09,6,58,7,1,Work
699,2010-12-09,8,1,8,4,Meal_Preparation
700,2010-12-09,8,4,8,8,Eating
701,2010-12-09,8,28,8,28,Leave_Home
702,2010-12-09,13,16,13,16,Enter_Home
703,2010-12-09,13,20,13,35,Relax
704,2010-12-09,13,50,14,21,Work
705,2010-12-09,14,29,14,29,Leave_Home
706,2010-12-09,16,25,16,25,Enter_Home
707,2010-12-09,16,31,16,48,Meal_Preparation
708,2010-12-09,16,48,18,6,Relax
709,2010-12-09,18,18,18,18,Leave_Home
710,2010-12-09,18,19,18,19,Enter_Home
711,2010-12-09,18,19,18,20,Leave_Home
712,2010-12-09,21,29,21,29,Enter_Home
713,2010-12-09,21,46,23,0,Relax
714,2010-12-09,23,8,5,57,Sleeping
715,2010-12-10,6,5,6,25,Meal_Preparation
716,2010-12-10,6,26,7,12,Relax
717,2010-12-10,8,6,8,6,Leave_Home
718,2010-12-10,9,35,9,35,Enter_Home
719,2010-12-10,9,42,9,42,Leave_Home
720,2010-12-10,13,28,13,28,Enter_Home
721,2010-12-10,13,31,17,34,Relax
722,2010-12-10,17,35,17,41,Housekeeping
723,2010-12-10,17,49,17,54,Relax
724,2010-12-10,18,8,18,8,Leave_Home
725,2010-12-10,18,10,18,10,Enter_Home
726,2010-12-10,18,35,18,52,Relax
727,2010-12-10,19,2,19,2,Leave_Home
728,2010-12-10,23,8,23,8,Enter_Home
729,2010-12-10,23,10,23,56,Relax
730,2010-12-11,0,8,1,36,Relax
731,2010-12-11,1,40,8,29,Sleeping
732,2010-12-11,8,40,8,51,Meal_Preparation
733,2010-12-11,8,52,9,12,Relax
734,2010-12-11,10,58,10,59,Leave_Home
735,2010-12-11,13,25,13,25,Enter_Home
736,2010-12-11,13,49,23,26,Relax
737,2010-12-11,23,27,23,43,Sleeping
738,2010-12-11,23,43,23,46,Bed_to_Toilet
739,2010-12-11,23,46,3,47,Sleeping
740,2010-12-12,3,47,3,50,Bed_to_Toilet
741,2010-12-12,3,50,5,57,Sleeping
742,2010-12-12,6,4,6,17,Meal_Preparation
743,2010-12-12,6,18,6,36,Relax
744,2010-12-12,7,31,7,36,Meal_Preparation
745,2010-12-12,8,12,8,12,Leave_Home
746,2010-12-12,11,4,11,4,Enter_Home
747,2010-12-12,11,11,11,31,Relax
748,2010-12-12,11,31,12,10,Meal_Preparation
749,2010-12-12,12,10,12,16,Relax
750,2010-12-12,12,17,12,53,Work
751,2010-12-12,13,21,15,41,Relax
752,2010-12-12,15,41,16,12,Meal_Preparation
753,2010-12-12,16,17,16,44,Relax
754,2010-12-12,16,44,16,47,Meal_Preparation
755,2010-12-12,16,50,17,2,Eating
756,2010-12-12,17,2,17,18,Relax
757,2010-12-12,17,18,17,19,Meal_Preparation
758,2010-12-12,17,19,17,32,Eating
759,2010-12-12,17,32,22,6,Relax
760,2010-12-12,22,15,3,3,Sleeping
761,2010-12-13,3,3,3,6,Bed_to_Toilet
762,2010-12-13,3,6,5,57,Sleeping
763,2010-12-13,6,2,6,14,Meal_Preparation
764,2010-12-13,6,15,6,29,Relax
765,2010-12-13,7,50,7,51,Leave_Home
766,2010-12-13,9,38,9,38,Enter_Home
767,2010-12-13,9,44,9,45,Leave_Home
768,2010-12-13,9,45,9,45,Enter_Home
769,2010-12-13,9,48,9,56,Relax
770,2010-12-13,9,57,10,8,Meal_Preparation
771,2010-12-13,10,8,10,19,Relax
772,2010-12-13,10,20,10,36,Meal_Preparation
773,2010-12-13,10,37,12,31,Relax
774,2010-12-13,12,31,12,59,Meal_Preparation
775,2010-12-13,13,2,13,31,Eating
776,2010-12-13,13,31,13,32,Meal_Preparation
777,2010-12-13,13,38,13,45,Eating
778,2010-12-13,13,50,14,1,Work
779,2010-12-13,14,2,14,22,Eating
780,2010-12-13,14,23,14,39,Work
781,2010-12-13,14,47,14,56,Relax
782,2010-12-13,15,16,15,16,Leave_Home
783,2010-12-13,15,18,15,18,Enter_Home
784,2010-12-13,15,35,15,35,Leave_Home
785,2010-12-13,19,42,19,43,Enter_Home
786,2010-12-13,19,51,20,5,Meal_Preparation
787,2010-12-13,20,7,20,27,Eating
788,2010-12-13,20,28,0,4,Relax
789,2010-12-14,0,8,6,20,Sleeping
790,2010-12-14,6,20,6,23,Bed_to_Toilet
791,2010-12-14,6,23,8,37,Sleeping
792,2010-12-14,8,40,8,46,Meal_Preparation
793,2010-12-14,8,54,9,26,Relax
794,2010-12-14,9,50,10,1,Meal_Preparation
795,2010-12-14,10,1,10,1,Leave_Home
796,2010-12-14,10,3,10,3,Enter_Home
797,2010-12-14,10,3,10,10,Meal_Preparation
798,2010-12-14,10,10,10,15,Eating
799,2010-12-14,11,2,11,6,Relax
800,2010-12-14,11,23,11,23,Leave_Home
801,2010-12-14,11,24,11,24,Enter_Home
802,2010-12-14,11,29,11,29,Leave_Home
803,2010-12-14,15,12,15,12,Enter_Home
804,2010-12-14,15,16,15,50,Meal_Preparation
805,2010-12-14,15,51,15,57,Eating
806,2010-12-14,16,0,16,2,Meal_Preparation
807,2010-12-14,16,3,16,8,Eating
808,2010-12-14,16,13,17,30,Relax
809,2010-12-14,17,38,17,43,Meal_Preparation
810,2010-12-14,17,57,17,57,Leave_Home
811,2010-12-14,17,58,17,58,Enter_Home
812,2010-12-14,18,10,18,11,Leave_Home
813,2010-12-14,18,11,18,11,Enter_Home
814,2010-12-14,18,16,0,1,Relax
815,2010-12-15,0,9,0,42,Sleeping
816,2010-12-15,0,42,0,43,Bed_to_Toilet
817,2010-12-15,0,43,5,12,Sleeping
818,2010-12-15,5,13,5,16,Bed_to_Toilet
819,2010-12-15,5,16,8,22,Sleeping
820,2010-12-15,8,33,8,50,Meal_Preparation
821,2010-12-15,8,52,9,51,Relax
822,2010-12-15,9,53,10,1,Meal_Preparation
823,2010-12-15,10,1,10,9,Eating
824,2010-12-15,11,27,11,27,Leave_Home
825,2010-12-15,12,24,12,24,Enter_Home
826,2010-12-15,12,33,12,40,Relax
827,2010-12-15,12,42,12,42,Leave_Home
828,2010-12-15,16,4,16,4,Enter_Home
829,2010-12-15,16,11,0,23,Relax
830,2010-12-16,0,33,6,57,Sleeping
831,2010-12-16,7,10,7,21,Meal_Preparation
832,2010-12-16,7,23,7,46,Relax
833,2010-12-16,8,47,8,47,Leave_Home
834,2010-12-16,10,39,10,39,Enter_Home
835,2010-12-16,11,0,11,19,Meal_Preparation
836,2010-12-16,11,19,11,24,Eating
837,2010-12-16,11,24,11,31,Wash_Dishes
838,2010-12-16,11,43,11,43,Leave_Home
839,2010-12-16,14,6,14,7,Enter_Home
840,2010-12-16,14,15,14,39,Meal_Preparation
841,2010-12-16,14,39,20,21,Relax
842,2010-12-16,20,25,20,37,Meal_Preparation
843,2010-12-16,20,37,23,59,Relax
844,2010-12-16,23,59,6,6,Sleeping
845,2010-12-17,6,6,6,9,Bed_to_Toilet
846,2010-12-17,6,9,8,39,Sleeping
847,2010-12-17,8,48,9,6,Meal_Preparation
848,2010-12-17,9,6,10,33,Relax
849,2010-12-17,10,35,10,42,Meal_Preparation
850,2010-12-17,10,42,10,46,Eating
851,2010-12-17,11,43,11,43,Leave_Home
852,2010-12-17,15,1,15,1,Enter_Home
853,2010-12-17,15,16,15,32,Meal_Preparation
854,2010-12-17,15,33,15,59,Relax
855,2010-12-17,16,9,16,9,Leave_Home
856,2010-12-17,17,13,17,13,Enter_Home
857,2010-12-17,17,25,17,48,Meal_Preparation
858,2010-12-17,17,48,18,5,Housekeeping
859,2010-12-17,18,30,19,1,Meal_Preparation
860,2010-12-17,19,7,0,40,Relax
861,2010-12-18,0,57,1,27,Sleeping
862,2010-12-18,1,27,1,28,Bed_to_Toilet
863,2010-12-18,1,29,7,5,Sleeping
864,2010-12-18,7,5,7,7,Bed_to_Toilet
865,2010-12-18,7,7,8,26,Sleeping
866,2010-12-18,8,28,8,43,Meal_Preparation
867,2010-12-18,8,44,9,45,Relax
868,2010-12-18,10,19,10,31,Meal_Preparation
869,2010-12-18,10,31,10,38,Eating
870,2010-12-18,11,0,11,0,Leave_Home
871,2010-12-18,14,32,14,32,Enter_Home
872,2010-12-18,14,33,15,4,Housekeeping
873,2010-12-18,15,12,17,51,Relax
874,2010-12-18,17,55,18,51,Meal_Preparation
875,2010-12-18,18,51,19,33,Relax
876,2010-12-18,19,34,19,36,Meal_Preparation
877,2010-12-18,19,36,19,44,Eating
878,2010-12-18,20,5,1,43,Relax
879,2010-12-19,1,48,7,23,Sleeping
880,2010-12-19,7,23,7,28,Bed_to_Toilet
881,2010-12-19,7,28,7,48,Sleeping
882,2010-12-19,7,52,8,11,Meal_Preparation
883,2010-12-19,8,11,9,8,Relax
884,2010-12-19,10,8,10,8,Leave_Home
885,2010-12-19,11,50,11,50,Enter_Home
886,2010-12-19,11,54,12,7,Meal_Preparation
887,2010-12-19,12,8,13,19,Relax
888,2010-12-19,13,28,13,28,Leave_Home
889,2010-12-19,15,48,15,49,Enter_Home
890,2010-12-19,17,0,17,46,Meal_Preparation
891,2010-12-19,18,0,18,5,Relax
892,2010-12-19,18,6,18,19,Work
893,2010-12-19,18,19,18,26,Relax
894,2010-12-19,18,28,18,28,Leave_Home
895,2010-12-19,18,55,18,55,Enter_Home
896,2010-12-19,19,4,23,37,Relax
897,2010-12-19,23,53,0,23,Sleeping
898,2010-12-20,0,23,0,24,Bed_to_Toilet
899,2010-12-20,0,24,5,12,Sleeping
900,2010-12-20,5,13,5,17,Bed_to_Toilet
901,2010-12-20,5,17,8,5,Sleeping
902,2010-12-20,8,17,8,20,Meal_Preparation
903,2010-12-20,8,20,8,27,Relax
904,2010-12-20,8,27,8,37,Meal_Preparation
905,2010-12-20,8,41,9,23,Relax
906,2010-12-20,10,23,10,23,Leave_Home
907,2010-12-20,12,41,12,41,Enter_Home
908,2010-12-20,13,4,13,11,Meal_Preparation
909,2010-12-20,13,16,13,21,Eating
910,2010-12-20,13,22,13,26,Relax
911,2010-12-20,13,32,13,32,Leave_Home
912,2010-12-20,14,44,14,44,Enter_Home
913,2010-12-20,14,49,14,49,Leave_Home
914,2010-12-20,14,51,14,52,Enter_Home
915,2010-12-20,14,55,16,17,Relax
916,2010-12-20,16,46,16,47,Leave_Home
917,2010-12-20,18,44,18,44,Enter_Home
918,2010-12-20,18,52,0,5,Relax
919,2010-12-21,0,36,10,25,Sleeping
920,2010-12-21,10,36,10,59,Meal_Preparation
921,2010-12-21,11,0,11,57,Relax
922,2010-12-21,12,1,12,5,Work
923,2010-12-21,12,39,16,3,Relax
924,2010-12-21,16,3,16,51,Meal_Preparation
925,2010-12-21,16,51,16,56,Relax
926,2010-12-21,16,56,17,0,Meal_Preparation
927,2010-12-21,17,0,17,6,Relax
928,2010-12-21,17,6,17,7,Meal_Preparation
929,2010-12-21,17,8,17,15,Relax
930,2010-12-21,17,15,17,17,Meal_Preparation
931,2010-12-21,17,19,17,48,Relax
932,2010-12-21,17,48,17,52,Meal_Preparation
933,2010-12-21,17,52,18,19,Relax
934,2010-12-21,18,19,18,32,Meal_Preparation
935,2010-12-21,18,33,0,5,Relax
936,2010-12-22,0,11,0,54,Sleeping
937,2010-12-22,0,54,0,55,Bed_to_Toilet
938,2010-12-22,0,55,6,7,Sleeping
939,2010-12-22,6,7,6,11,Bed_to_Toilet
940,2010-12-22,6,11,8,43,Sleeping
941,2010-12-22,9,0,9,16,Meal_Preparation
942,2010-12-22,9,17,10,22,Relax
943,2010-12-22,10,57,10,57,Leave_Home
944,2010-12-22,13,55,13,55,Enter_Home
945,2010-12-22,14,2,14,41,Relax
946,2010-12-22,14,45,14,45,Leave_Home
947,2010-12-22,15,6,15,6,Enter_Home
948,2010-12-22,15,31,15,39,Relax
949,2010-12-22,15,41,17,0,Meal_Preparation
950,2010-12-22,17,0,0,3,Relax
951,2010-12-23,0,3,0,31,Sleeping
952,2010-12-23,0,31,0,34,Bed_to_Toilet
953,2010-12-23,0,34,5,9,Sleeping
954,2010-12-23,5,10,5,12,Bed_to_Toilet
955,2010-12-23,5,13,6,56,Sleeping
956,2010-12-23,7,2,7,15,Meal_Preparation
957,2010-12-23,7,15,7,31,Relax
958,2010-12-23,8,49,8,49,Leave_Home
959,2010-12-23,11,10,11,10,Enter_Home
960,2010-12-23,11,16,12,10,Meal_Preparation
961,2010-12-23,12,11,12,27,Relax
962,2010-12-23,14,31,14,31,Leave_Home
963,2010-12-23,15,32,15,33,Enter_Home
964,2010-12-23,15,36,15,48,Meal_Preparation
965,2010-12-23,15,50,16,55,Relax
966,2010-12-23,17,12,17,21,Meal_Preparation
967,2010-12-23,18,25,18,56,Relax
968,2010-12-23,18,57,19,6,Meal_Preparation
969,2010-12-23,19,16,22,27,Relax
970,2010-12-23,22,38,3,22,Sleeping
971,2010-12-24,3,22,3,25,Bed_to_Toilet
972,2010-12-24,3,25,6,38,Sleeping
973,2010-12-24,6,39,6,58,Meal_Preparation
974,2010-12-24,6,59,7,14,Relax
975,2010-12-24,8,14,8,14,Leave_Home
976,2010-12-24,11,59,11,59,Enter_Home
977,2010-12-24,12,3,13,29,Meal_Preparation
978,2010-12-24,13,29,13,50,Relax
979,2010-12-24,13,51,14,50,Meal_Preparation
980,2010-12-24,14,52,15,4,Relax
981,2010-12-24,15,4,15,13,Meal_Preparation
982,2010-12-24,15,42,16,5,Work
983,2010-12-24,16,49,16,54,Meal_Preparation
984,2010-12-24,17,13,17,13,Leave_Home
985,2010-12-24,23,7,23,7,Enter_Home
986,2010-12-24,23,25,23,31,Relax
987,2010-12-24,23,41,5,57,Sleeping
988,2010-12-25,6,4,6,18,Meal_Preparation
989,2010-12-25,6,48,6,49,Leave_Home
990,2010-12-25,9,37,9,38,Enter_Home
991,2010-12-25,9,38,10,2,Relax
992,2010-12-25,10,14,11,20,Meal_Preparation
993,2010-12-25,11,25,12,36,Relax
994,2010-12-25,14,15,14,45,Work
995,2010-12-25,14,48,14,48,Leave_Home
996,2010-12-25,14,48,14,48,Enter_Home
997,2010-12-25,14,52,14,52,Leave_Home
998,2010-12-25,15,43,15,44,Enter_Home
999,2010-12-25,15,56,16,10,Meal_Preparation
1000,2010-12-25,16,12,17,32,Relax
1001,2010-12-25,17,36,17,42,Meal_Preparation
1002,2010-12-25,17,46,23,13,Relax
1003,2010-12-25,23,20,4,54,Sleeping
1004,2010-12-26,4,54,5,0,Bed_to_Toilet
1005,2010-12-26,5,1,5,56,Sleeping
1006,2010-12-26,6,3,6,11,Meal_Preparation
1007,2010-12-26,6,11,6,15,Relax
1008,2010-12-26,6,15,6,18,Meal_Preparation
1009,2010-12-26,6,18,10,15,Relax
1010,2010-12-26,10,28,10,37,Meal_Preparation
1011,2010-12-26,10,45,11,31,Relax
1012,2010-12-26,11,53,12,16,Work
1013,2010-12-26,12,17,13,59,Relax
1014,2010-12-26,14,27,14,27,Leave_Home
1015,2010-12-26,14,31,14,31,Enter_Home
1016,2010-12-26,14,53,14,54,Leave_Home
1017,2010-12-26,18,16,18,17,Enter_Home
1018,2010-12-26,18,41,21,53,Relax
1019,2010-12-26,22,11,8,57,Sleeping
1020,2010-12-27,9,11,9,20,Meal_Preparation
1021,2010-12-27,9,31,11,4,Relax
1022,2010-12-27,11,16,11,29,Meal_Preparation
1023,2010-12-27,12,19,12,28,Relax
1024,2010-12-27,13,1,13,1,Leave_Home
1025,2010-12-27,15,2,15,2,Enter_Home
1026,2010-12-27,15,51,15,51,Leave_Home
1027,2010-12-27,15,53,15,53,Enter_Home
1028,2010-12-27,17,25,18,52,Meal_Preparation
1029,2010-12-27,23,18,0,21,Relax
1030,2010-12-28,0,28,0,32,Relax
1031,2010-12-28,0,40,6,29,Sleeping
1032,2010-12-28,8,39,8,56,Meal_Preparation
1033,2010-12-28,8,56,9,13,Relax
1034,2010-12-28,9,13,9,20,Meal_Preparation
1035,2010-12-28,9,25,10,17,Relax
1036,2010-12-28,10,18,10,42,Meal_Preparation
1037,2010-12-28,10,44,10,47,Eating
1038,2010-12-28,11,1,11,3,Work
1039,2010-12-28,11,33,11,35,Relax
1040,2010-12-28,11,58,12,56,Meal_Preparation
1041,2010-12-28,12,58,13,11,Eating
1042,2010-12-28,13,50,15,46,Relax
1043,2010-12-28,15,51,16,2,Meal_Preparation
1044,2010-12-28,16,14,19,13,Relax
1045,2010-12-28,19,20,19,27,Meal_Preparation
1046,2010-12-28,19,28,23,52,Relax
1047,2010-12-28,23,56,4,24,Sleeping
1048,2010-12-29,4,24,4,26,Bed_to_Toilet
1049,2010-12-29,4,26,6,57,Sleeping
1050,2010-12-29,7,11,7,24,Meal_Preparation
1051,2010-12-29,7,26,8,41,Relax
1052,2010-12-29,9,41,9,57,Meal_Preparation
1053,2010-12-29,10,7,11,49,Relax
1054,2010-12-29,12,22,12,49,Meal_Preparation
1055,2010-12-29,13,2,17,35,Relax
1056,2010-12-29,18,4,18,13,Meal_Preparation
1057,2010-12-29,18,44,23,45,Relax
1058,2010-12-31,0,46,7,1,Sleeping
1059,2010-12-31,7,3,7,14,Meal_Preparation
1060,2010-12-31,7,15,7,25,Relax
1061,2010-12-31,8,30,8,30,Leave_Home
1062,2010-12-31,13,52,13,52,Enter_Home
1063,2010-12-31,14,0,14,6,Relax
1064,2010-12-31,14,6,14,13,Meal_Preparation
1065,2010-12-31,14,13,14,38,Housekeeping
1066,2010-12-31,14,42,18,53,Relax
1067,2010-12-31,18,53,19,11,Meal_Preparation
1068,2010-12-31,19,11,19,14,Relax
1069,2010-12-31,19,23,19,30,Meal_Preparation
1070,2010-12-31,19,33,20,20,Relax
1071,2010-12-31,20,25,20,26,Meal_Preparation
1072,2010-12-31,20,26,21,4,Eating
1073,2010-12-31,21,15,1,3,Relax
1074,2011-01-01,1,13,6,15,Sleeping
1075,2011-01-01,6,15,6,18,Bed_to_Toilet
1076,2011-01-01,6,18,10,38,Sleeping
1077,2011-01-01,10,53,11,15,Meal_Preparation
1078,2011-01-01,11,15,11,51,Relax
1079,2011-01-01,11,55,11,57,Meal_Preparation
1080,2011-01-01,11,59,12,5,Eating
1081,2011-01-01,12,5,12,7,Wash_Dishes
1082,2011-01-01,12,36,14,37,Relax
1083,2011-01-01,14,42,14,42,Meal_Preparation
1084,2011-01-01,14,56,15,14,Eating
1085,2011-01-01,16,4,17,11,Relax
1086,2011-01-01,17,15,17,24,Housekeeping
1087,2011-01-01,17,42,18,4,Relax
1088,2011-01-01,18,13,18,20,Eating
1089,2011-01-01,18,35,0,10,Relax
1090,2011-01-02,0,16,5,42,Sleeping
1091,2011-01-02,5,42,5,45,Bed_to_Toilet
1092,2011-01-02,5,45,5,57,Sleeping
1093,2011-01-02,6,4,6,18,Meal_Preparation
1094,2011-01-02,6,18,7,54,Relax
1095,2011-01-02,8,12,8,12,Leave_Home
1096,2011-01-02,8,13,8,14,Enter_Home
1097,2011-01-02,8,16,8,16,Leave_Home
1098,2011-01-02,12,14,12,14,Enter_Home
1099,2011-01-02,12,23,12,23,Leave_Home
1100,2011-01-02,12,27,12,27,Enter_Home
1101,2011-01-02,12,29,13,6,Relax
1102,2011-01-02,13,44,13,44,Leave_Home
1103,2011-01-02,16,0,16,1,Enter_Home
1104,2011-01-02,16,4,16,36,Relax
1105,2011-01-02,16,36,16,52,Meal_Preparation
1106,2011-01-02,16,53,18,32,Relax
1107,2011-01-02,20,25,20,28,Meal_Preparation
1108,2011-01-02,20,29,20,33,Eating
1109,2011-01-02,21,21,23,45,Relax
1110,2011-01-03,0,2,0,20,Relax
1111,2011-01-03,0,22,8,40,Sleeping
1112,2011-01-03,8,50,9,3,Meal_Preparation
1113,2011-01-03,9,3,9,32,Relax
1114,2011-01-03,10,57,10,59,Meal_Preparation
1115,2011-01-03,11,0,11,6,Eating
1116,2011-01-03,11,6,11,13,Wash_Dishes
1117,2011-01-03,12,1,13,1,Relax
1118,2011-01-03,14,12,14,12,Leave_Home
1119,2011-01-03,14,15,14,15,Enter_Home
1120,2011-01-03,14,16,14,16,Leave_Home
1121,2011-01-03,15,49,15,49,Enter_Home
1122,2011-01-03,15,52,16,15,Meal_Preparation
1123,2011-01-03,16,16,0,6,Relax
1124,2011-01-05,0,8,5,54,Sleeping
1125,2011-01-05,5,54,5,56,Bed_to_Toilet
1126,2011-01-05,5,57,8,3,Sleeping
1127,2011-01-05,8,7,8,40,Meal_Preparation
1128,2011-01-05,8,41,9,40,Relax
1129,2011-01-05,9,56,9,59,Meal_Preparation
1130,2011-01-05,9,59,10,6,Eating
1131,2011-01-05,11,36,11,36,Leave_Home
1132,2011-01-05,14,9,14,9,Enter_Home
1133,2011-01-05,14,48,15,47,Relax
1134,2011-01-05,15,56,15,56,Leave_Home
1135,2011-01-05,19,40,19,40,Enter_Home
1136,2011-01-05,19,42,22,23,Relax
1137,2011-01-05,22,42,6,57,Sleeping
1138,2011-01-06,6,59,7,18,Meal_Preparation
1139,2011-01-06,7,21,7,41,Relax
1140,2011-01-06,8,44,8,44,Leave_Home
1141,2011-01-06,10,17,10,17,Enter_Home
1142,2011-01-06,10,22,10,23,Meal_Preparation
1143,2011-01-06,10,23,10,27,Eating
1144,2011-01-06,10,33,10,33,Leave_Home
1145,2011-01-06,13,28,13,29,Enter_Home
1146,2011-01-06,13,30,13,35,Meal_Preparation
1147,2011-01-06,13,38,19,21,Relax
1148,2011-01-06,19,21,19,32,Meal_Preparation
1149,2011-01-06,19,32,0,18,Relax
1150,2011-01-07,0,26,7,15,Sleeping
1151,2011-01-07,7,15,7,18,Bed_to_Toilet
1152,2011-01-07,7,18,8,14,Sleeping
1153,2011-01-07,8,17,8,30,Meal_Preparation
1154,2011-01-07,8,31,10,10,Relax
1155,2011-01-07,10,36,10,48,Meal_Preparation
1156,2011-01-07,10,48,10,53,Eating
1157,2011-01-07,11,46,11,46,Leave_Home
1158,2011-01-07,15,48,15,48,Enter_Home
1159,2011-01-07,16,2,16,20,Meal_Preparation
1160,2011-01-07,16,21,16,30,Relax
1161,2011-01-07,16,31,16,34,Meal_Preparation
1162,2011-01-07,16,34,18,50,Relax
1163,2011-01-07,18,50,19,22,Meal_Preparation
1164,2011-01-07,19,23,19,28,Relax
1165,2011-01-07,19,28,19,31,Meal_Preparation
1166,2011-01-07,19,39,0,23,Relax
1167,2011-01-08,0,32,5,49,Sleeping
1168,2011-01-08,5,50,5,53,Bed_to_Toilet
1169,2011-01-08,5,53,9,31,Sleeping
1170,2011-01-08,9,34,9,57,Meal_Preparation
1171,2011-01-08,9,57,10,17,Relax
1172,2011-01-08,10,17,10,23,Meal_Preparation
1173,2011-01-08,10,23,11,4,Relax
1174,2011-01-08,13,10,13,20,Meal_Preparation
1175,2011-01-08,13,24,13,38,Eating
1176,2011-01-08,13,38,15,33,Relax
1177,2011-01-08,15,38,15,48,Meal_Preparation
1178,2011-01-08,15,52,16,11,Relax
1179,2011-01-08,16,30,16,35,Housekeeping
1180,2011-01-08,16,36,23,24,Relax
