,Date,start time,Activity,end time
1206,2010-12-14,10:01:39.02371,Leave_Home,10:01:42.81249
1207,2010-12-14,10:03:25.490416,Enter_Home,10:03:29.518224
1208,2010-12-14,10:03:45.932251,Meal_Preparation,10:10:07.119591
1209,2010-12-14,10:10:24.256182,Eating,10:15:26.786994
1210,2010-12-14,11:02:24.124529,Relax,11:06:29.112799
1211,2010-12-14,11:23:28.910404,Leave_Home,11:23:34.354943
1212,2010-12-14,11:24:03.810204,Enter_Home,11:24:08.355782
1213,2010-12-14,11:29:01.404814,Leave_Home,11:29:05.802811
1214,2010-12-14,15:12:11.38451,Enter_Home,15:12:26.025263
1215,2010-12-14,15:16:33.729615,Meal_Preparation,15:50:18.951286
1217,2010-12-14,15:51:04.75489,Eating,15:57:35.138573
1218,2010-12-14,16:00:30.304017,Meal_Preparation,16:02:05.482211
1219,2010-12-14,16:03:00.116437,Eating,16:08:13.363381
1220,2010-12-14,16:13:55.831291,Relax,17:30:08.81978
1223,2010-12-14,17:38:13.517583,Meal_Preparation,17:43:04.038146
1224,2010-12-14,17:57:18.036893,Leave_Home,17:57:21.426042
1225,2010-12-14,17:58:44.562297,Enter_Home,17:58:48.262572
1226,2010-12-14,18:10:58.523173,Leave_Home,18:11:04.751364
1227,2010-12-14,18:11:38.107611,Enter_Home,18:11:42.136406
1228,2010-12-14,18:16:49.219863,Relax,00:01:37.199757
1234,2010-12-15,00:09:53.833095,Sleeping,00:42:01.498236
1235,2010-12-15,00:42:08.555409,Bed_to_Toilet,00:43:03.990217
1236,2010-12-15,00:43:38.774043,Sleeping,05:12:53.543636
1237,2010-12-15,05:13:10.475089,Bed_to_Toilet,05:16:21.351492
1238,2010-12-15,05:16:26.35437,Sleeping,08:22:30.152654
1239,2010-12-15,08:33:56.902167,Meal_Preparation,08:50:29.827481
1240,2010-12-15,08:52:48.750558,Relax,09:51:24.294848
1242,2010-12-15,09:53:29.852662,Meal_Preparation,10:01:45.331358
1243,2010-12-15,10:01:46.733749,Eating,10:09:39.071659
1244,2010-12-15,11:27:35.661356,Leave_Home,11:27:40.406499
1245,2010-12-15,12:24:22.318757,Enter_Home,12:24:27.384374
1246,2010-12-15,12:33:52.249494,Relax,12:40:16.045469
1247,2010-12-15,12:42:07.116976,Leave_Home,12:42:11.274909
1248,2010-12-15,16:04:24.052013,Enter_Home,16:04:30.23917
1249,2010-12-15,16:11:50.925171,Relax,00:23:29.452978
1261,2010-12-16,00:33:22.306494,Sleeping,06:57:04.112076
1262,2010-12-16,07:10:16.212403,Meal_Preparation,07:21:51.996839
1263,2010-12-16,07:23:10.713213,Relax,07:46:28.100665
1265,2010-12-16,08:47:13.561751,Leave_Home,08:47:17.928582
1266,2010-12-16,10:39:05.817294,Enter_Home,10:39:10.761828
1267,2010-12-16,11:00:40.047339,Meal_Preparation,11:19:45.824612
1270,2010-12-16,11:19:52.336092,Eating,11:24:17.809493
1271,2010-12-16,11:24:20.58891,Wash_Dishes,11:31:15.283997
1272,2010-12-16,11:43:33.610138,Leave_Home,11:43:37.990049
1273,2010-12-16,14:06:54.871582,Enter_Home,14:07:00.215082
1274,2010-12-16,14:15:18.164554,Meal_Preparation,14:39:43.579581
1275,2010-12-16,14:39:51.264885,Relax,20:21:32.508057
1282,2010-12-16,20:25:17.824651,Meal_Preparation,20:37:45.043484
1283,2010-12-16,20:37:50.00419,Relax,23:59:10.55264
1286,2010-12-16,23:59:43.032722,Sleeping,06:06:41.784358
1287,2010-12-17,06:06:47.677515,Bed_to_Toilet,06:09:26.765231
1288,2010-12-17,06:09:29.949753,Sleeping,08:39:37.801682
1289,2010-12-17,08:48:56.773004,Meal_Preparation,09:06:48.933462
1290,2010-12-17,09:06:58.547606,Relax,10:33:49.071742
1295,2010-12-17,10:35:08.61603,Meal_Preparation,10:42:02.213302
1297,2010-12-17,10:42:15.311847,Eating,10:46:36.234172
1298,2010-12-17,11:43:17.748849,Leave_Home,11:43:22.883559
1299,2010-12-17,15:01:39.243654,Enter_Home,15:01:43.973312
1300,2010-12-17,15:16:11.832555,Meal_Preparation,15:32:43.793945
1301,2010-12-17,15:33:25.587425,Relax,15:59:10.596819
1303,2010-12-17,16:09:25.4763,Leave_Home,16:09:29.814364
1304,2010-12-17,17:13:14.393182,Enter_Home,17:13:33.670661
1305,2010-12-17,17:25:05.563062,Meal_Preparation,17:48:15.691462
1306,2010-12-17,17:48:41.113718,Housekeeping,18:05:15.874729
1307,2010-12-17,18:30:10.374371,Meal_Preparation,19:01:32.794671
1308,2010-12-17,19:07:28.712481,Relax,00:40:45.065446
1320,2010-12-18,00:57:34.473911,Sleeping,01:27:27.397153
1321,2010-12-18,01:27:46.413229,Bed_to_Toilet,01:28:30.48094
1322,2010-12-18,01:29:15.320678,Sleeping,07:05:06.39239
1323,2010-12-18,07:05:14.404894,Bed_to_Toilet,07:07:45.804895
1324,2010-12-18,07:07:53.291737,Sleeping,08:26:25.029847
1325,2010-12-18,08:28:57.063358,Meal_Preparation,08:43:48.333023
1327,2010-12-18,08:44:40.955178,Relax,09:45:01.592679
1331,2010-12-18,10:19:33.356807,Meal_Preparation,10:31:31.793063
1333,2010-12-18,10:31:40.889857,Eating,10:38:17.204818
1334,2010-12-18,11:00:56.092936,Leave_Home,11:00:59.475659
1335,2010-12-18,14:32:10.052006,Enter_Home,14:32:17.209304
1336,2010-12-18,14:33:35.878871,Housekeeping,15:04:40.311446
1337,2010-12-18,15:12:08.665988,Relax,17:51:13.858595
1340,2010-12-18,17:55:55.07076,Meal_Preparation,18:51:57.165371
1341,2010-12-18,18:51:59.505358,Relax,19:33:28.320044
1344,2010-12-18,19:34:54.273029,Meal_Preparation,19:36:35.15056
1345,2010-12-18,19:36:47.034279,Eating,19:44:47.074068
1346,2010-12-18,20:05:25.752675,Relax,01:43:51.975994
1355,2010-12-19,01:48:57.738599,Sleeping,07:23:03.266483
1356,2010-12-19,07:23:35.812732,Bed_to_Toilet,07:28:15.810557
1357,2010-12-19,07:28:29.252728,Sleeping,07:48:47.001913
1358,2010-12-19,07:52:13.80453,Meal_Preparation,08:11:00.043101
1360,2010-12-19,08:11:20.355339,Relax,09:08:44.529142
1361,2010-12-19,10:08:22.689571,Leave_Home,10:08:26.950579
1362,2010-12-19,11:50:14.919853,Enter_Home,11:50:21.965963
1363,2010-12-19,11:54:50.756156,Meal_Preparation,12:07:52.910349
1364,2010-12-19,12:08:11.689946,Relax,13:19:58.812222
1367,2010-12-19,13:28:06.63451,Leave_Home,13:28:11.434824
1368,2010-12-19,15:48:53.115432,Enter_Home,15:49:04.853648
1369,2010-12-19,17:00:58.547414,Meal_Preparation,17:46:52.962019
1370,2010-12-19,18:00:45.450934,Relax,18:05:26.969414
1371,2010-12-19,18:06:22.921579,Work,18:19:00.913366
1372,2010-12-19,18:19:09.081116,Relax,18:26:00.610534
1373,2010-12-19,18:28:09.158931,Leave_Home,18:28:41.86198
1374,2010-12-19,18:55:12.52583,Enter_Home,18:55:17.271221
1375,2010-12-19,19:04:28.315191,Relax,23:37:34.83517
1384,2010-12-19,23:53:37.492392,Sleeping,00:23:49.49158
1385,2010-12-20,00:23:53.22437,Bed_to_Toilet,00:24:14.657686
1386,2010-12-20,00:24:24.296383,Sleeping,05:12:59.322209
1387,2010-12-20,05:13:03.087978,Bed_to_Toilet,05:17:22.559569
1388,2010-12-20,05:17:38.813593,Sleeping,08:05:13.351532
1389,2010-12-20,08:17:39.032283,Meal_Preparation,08:20:42.781285
1390,2010-12-20,08:20:43.550985,Relax,08:27:45.872467
1391,2010-12-20,08:27:57.586828,Meal_Preparation,08:37:12.562908
1392,2010-12-20,08:41:52.232108,Relax,09:23:43.387193
1395,2010-12-20,10:23:01.179822,Leave_Home,10:23:05.443568
1396,2010-12-20,12:41:34.193009,Enter_Home,12:41:39.024355
1397,2010-12-20,13:04:58.469107,Meal_Preparation,13:11:37.549236
1398,2010-12-20,13:16:52.318953,Eating,13:21:31.288236
1399,2010-12-20,13:22:16.534377,Relax,13:26:13.77401
1400,2010-12-20,13:32:21.597445,Leave_Home,13:32:25.719683
1401,2010-12-20,14:44:31.761207,Enter_Home,14:44:36.303006
1402,2010-12-20,14:49:27.104804,Leave_Home,14:49:31.649648
1403,2010-12-20,14:51:59.93987,Enter_Home,14:52:04.382024
1404,2010-12-20,14:55:57.379839,Relax,16:17:14.97546
1406,2010-12-20,16:46:57.07913,Leave_Home,16:47:54.979851
1407,2010-12-20,18:44:41.504525,Enter_Home,18:44:48.200127
1408,2010-12-20,18:52:02.508844,Relax,00:05:18.927864
1412,2010-12-21,00:36:30.072849,Sleeping,10:25:15.063739
1413,2010-12-21,10:36:45.050309,Meal_Preparation,10:59:25.667222
1414,2010-12-21,11:00:04.881578,Relax,11:57:44.290677
1416,2010-12-21,12:01:39.892023,Work,12:05:15.796676
1417,2010-12-21,12:39:46.525054,Relax,16:03:03.6149
1423,2010-12-21,16:03:06.145743,Meal_Preparation,16:51:20.228519
1426,2010-12-21,16:51:22.769396,Relax,16:56:05.561297
1427,2010-12-21,16:56:16.270511,Meal_Preparation,17:00:45.424725
1428,2010-12-21,17:00:57.024441,Relax,17:06:44.062912
1429,2010-12-21,17:06:46.536279,Meal_Preparation,17:07:48.428566
1430,2010-12-21,17:08:25.414129,Relax,17:15:05.025848
1431,2010-12-21,17:15:34.256521,Meal_Preparation,17:17:40.409581
1432,2010-12-21,17:19:55.531128,Relax,17:48:55.113374
1433,2010-12-21,17:48:59.098581,Meal_Preparation,17:52:23.121652
1434,2010-12-21,17:52:34.067934,Relax,18:19:04.285457
1435,2010-12-21,18:19:04.35533,Meal_Preparation,18:32:56.868575
1437,2010-12-21,18:33:40.256801,Relax,00:05:31.555222
1444,2010-12-22,00:11:50.316692,Sleeping,00:54:13.924817
1445,2010-12-22,00:54:20.568136,Bed_to_Toilet,00:55:07.196247
1446,2010-12-22,00:55:48.693862,Sleeping,06:07:39.620398
1447,2010-12-22,06:07:45.871031,Bed_to_Toilet,06:11:18.361483
1448,2010-12-22,06:11:23.267868,Sleeping,08:43:35.346242
1449,2010-12-22,09:00:27.477051,Meal_Preparation,09:16:26.73032
1451,2010-12-22,09:17:44.992122,Relax,10:22:35.881507
1454,2010-12-22,10:57:29.476014,Leave_Home,10:57:33.983828
1455,2010-12-22,13:55:07.141753,Enter_Home,13:55:10.815998
1456,2010-12-22,14:02:29.648507,Relax,14:41:41.42545
1458,2010-12-22,14:45:45.823827,Leave_Home,14:45:50.464462
1459,2010-12-22,15:06:11.621487,Enter_Home,15:06:15.823106
1460,2010-12-22,15:31:29.47281,Relax,15:39:08.438239
1461,2010-12-22,15:41:57.911671,Meal_Preparation,17:00:41.682841
1464,2010-12-22,17:00:58.084295,Relax,00:03:02.501645
1482,2010-12-23,00:03:39.304706,Sleeping,00:31:10.540051
1483,2010-12-23,00:31:16.933842,Bed_to_Toilet,00:34:16.01146
1485,2010-12-23,00:34:48.69933,Sleeping,05:09:59.104151
1486,2010-12-23,05:10:06.935119,Bed_to_Toilet,05:12:46.859771
1487,2010-12-23,05:13:04.494835,Sleeping,06:56:58.340651
1488,2010-12-23,07:02:22.26077,Meal_Preparation,07:15:27.266802
1489,2010-12-23,07:15:54.410497,Relax,07:31:09.144069
1490,2010-12-23,08:49:42.223337,Leave_Home,08:49:45.475477
1491,2010-12-23,11:10:22.844398,Enter_Home,11:10:26.879046
1492,2010-12-23,11:16:48.985376,Meal_Preparation,12:10:03.75994
1495,2010-12-23,12:11:07.556641,Relax,12:27:46.40265
1496,2010-12-23,14:31:17.946936,Leave_Home,14:31:21.42076
1497,2010-12-23,15:32:46.531681,Enter_Home,15:33:00.450409
1498,2010-12-23,15:36:33.152805,Meal_Preparation,15:48:38.690519
1499,2010-12-23,15:50:29.755502,Relax,16:55:21.996498
1501,2010-12-23,17:12:59.981895,Meal_Preparation,17:21:00.413401
1502,2010-12-23,18:25:52.741221,Relax,18:56:17.624288
1503,2010-12-23,18:57:42.388934,Meal_Preparation,19:06:25.929418
1504,2010-12-23,19:16:42.453588,Relax,22:27:05.591569
1509,2010-12-23,22:38:08.681103,Sleeping,03:22:27.511159
1510,2010-12-24,03:22:37.36401,Bed_to_Toilet,03:25:13.181202
1511,2010-12-24,03:25:20.234466,Sleeping,06:38:50.774554
1512,2010-12-24,06:39:51.383011,Meal_Preparation,06:58:58.069846
1515,2010-12-24,06:59:11.680226,Relax,07:14:33.533466
1516,2010-12-24,08:14:27.331588,Leave_Home,08:14:29.854827
1517,2010-12-24,11:59:09.412084,Enter_Home,11:59:13.541154
1518,2010-12-24,12:03:50.94247,Meal_Preparation,13:29:29.16201
1519,2010-12-24,13:29:36.976125,Relax,13:50:19.474116
1522,2010-12-24,13:51:36.21137,Meal_Preparation,14:50:01.264337
1524,2010-12-24,14:52:51.705619,Relax,15:04:39.532295
1526,2010-12-24,15:04:42.316397,Meal_Preparation,15:13:25.533534
1527,2010-12-24,15:42:26.04939,Work,16:05:12.925985
1528,2010-12-24,16:49:28.320588,Meal_Preparation,16:54:51.618848
1529,2010-12-24,17:13:30.122116,Leave_Home,17:13:35.764157
1530,2010-12-24,23:07:30.518142,Enter_Home,23:07:39.133181
1531,2010-12-24,23:25:56.571024,Relax,23:31:12.314922
1532,2010-12-24,23:41:13.556028,Sleeping,05:57:25.358222
1533,2010-12-25,06:04:24.923383,Meal_Preparation,06:18:18.811853
1535,2010-12-25,06:48:56.604941,Leave_Home,06:49:27.067132
1536,2010-12-25,09:37:58.907683,Enter_Home,09:38:02.429631
1537,2010-12-25,09:38:40.37527,Relax,10:02:13.209749
1539,2010-12-25,10:14:10.361473,Meal_Preparation,11:20:41.12258
1542,2010-12-25,11:25:56.301047,Relax,12:36:37.106324
1544,2010-12-25,14:15:10.333533,Work,14:45:22.84901
1546,2010-12-25,14:48:17.298212,Leave_Home,14:48:21.911816
1547,2010-12-25,14:48:24.645764,Enter_Home,14:48:26.49602
1548,2010-12-25,14:52:02.689192,Leave_Home,14:52:07.131922
1549,2010-12-25,15:43:55.436881,Enter_Home,15:44:00.78407
1550,2010-12-25,15:56:23.328678,Meal_Preparation,16:10:21.773866
1552,2010-12-25,16:12:09.128323,Relax,17:32:59.986547
1555,2010-12-25,17:36:14.828317,Meal_Preparation,17:42:15.586987
1556,2010-12-25,17:46:46.823689,Relax,23:13:19.804813
1560,2010-12-25,23:20:57.861999,Sleeping,04:54:03.233733
1561,2010-12-26,04:54:15.425101,Bed_to_Toilet,05:00:57.135802
1562,2010-12-26,05:01:03.736585,Sleeping,05:56:47.12605
1563,2010-12-26,06:03:13.643759,Meal_Preparation,06:11:27.356215
1564,2010-12-26,06:11:32.141765,Relax,06:15:30.660735
1565,2010-12-26,06:15:36.021766,Meal_Preparation,06:18:21.397235
1566,2010-12-26,06:18:26.191118,Relax,10:15:25.424649
1570,2010-12-26,10:28:19.166059,Meal_Preparation,10:37:21.388602
1571,2010-12-26,10:45:06.382559,Relax,11:31:56.814605
1574,2010-12-26,11:53:52.361951,Work,12:16:53.782916
1575,2010-12-26,12:17:40.211485,Relax,13:59:23.939202
1578,2010-12-26,14:27:11.769296,Leave_Home,14:27:15.921394
1579,2010-12-26,14:31:37.611958,Enter_Home,14:31:41.895252
1580,2010-12-26,14:53:57.858691,Leave_Home,14:54:03.421493
1581,2010-12-26,18:16:55.498871,Enter_Home,18:17:06.632106
1582,2010-12-26,18:41:18.940493,Relax,21:53:49.258951
1584,2010-12-26,22:11:16.260572,Sleeping,08:57:39.329977
1585,2010-12-27,09:11:17.165455,Meal_Preparation,09:20:12.759477
1586,2010-12-27,09:31:07.530653,Relax,11:04:11.55104
1588,2010-12-27,11:16:46.374636,Meal_Preparation,11:29:44.90942
1589,2010-12-27,12:19:40.551617,Relax,12:28:21.929834
1590,2010-12-27,13:01:04.193557,Leave_Home,13:01:18.2551
1591,2010-12-27,15:02:09.25352,Enter_Home,15:02:13.677146
1592,2010-12-27,15:51:41.453461,Leave_Home,15:51:44.357496
1593,2010-12-27,15:53:10.68491,Enter_Home,15:53:24.782935
1594,2010-12-27,17:25:59.695195,Meal_Preparation,18:52:11.791035
1597,2010-12-27,23:18:18.0092,Relax,00:21:47.454443
1598,2010-12-28,00:28:42.188946,Relax,00:32:36.999581
1599,2010-12-28,00:40:59.276321,Sleeping,06:29:21.47112
1601,2010-12-28,08:39:46.064274,Meal_Preparation,08:56:40.632668
1603,2010-12-28,08:56:56.597942,Relax,09:13:37.28275
1604,2010-12-28,09:13:37.800537,Meal_Preparation,09:20:04.548154
1605,2010-12-28,09:25:46.13525,Relax,10:17:22.479833
1607,2010-12-28,10:18:05.950462,Meal_Preparation,10:42:06.195288
1608,2010-12-28,10:44:15.794903,Eating,10:47:23.865511
1609,2010-12-28,11:01:26.309823,Work,11:03:07.343453
1610,2010-12-28,11:33:21.032834,Relax,11:35:36.874258
1611,2010-12-28,11:58:03.031126,Meal_Preparation,12:56:00.658775
1613,2010-12-28,12:58:09.333477,Eating,13:11:23.064464
1614,2010-12-28,13:50:29.090391,Relax,15:46:53.931558
1617,2010-12-28,15:51:27.135539,Meal_Preparation,16:02:43.778617
1618,2010-12-28,16:14:03.265525,Relax,19:13:03.313054
1624,2010-12-28,19:20:24.792907,Meal_Preparation,19:27:52.021581
1625,2010-12-28,19:28:10.702743,Relax,23:52:46.344679
1633,2010-12-28,23:56:04.944623,Sleeping,04:24:07.480304
1634,2010-12-29,04:24:15.699653,Bed_to_Toilet,04:26:47.921024
1635,2010-12-29,04:26:51.754006,Sleeping,06:57:29.84749
1636,2010-12-29,07:11:09.863305,Meal_Preparation,07:24:00.368513
1638,2010-12-29,07:26:37.025241,Relax,08:41:13.861756
1641,2010-12-29,09:41:16.941299,Meal_Preparation,09:57:29.567226
1642,2010-12-29,10:07:34.763833,Relax,11:49:16.739961
1644,2010-12-29,12:22:46.658403,Meal_Preparation,12:49:03.332021
1645,2010-12-29,13:02:21.102039,Relax,17:35:59.614164
1656,2010-12-29,18:04:04.729686,Meal_Preparation,18:13:35.655793
1657,2010-12-29,18:44:59.291761,Relax,23:45:02.09566
1662,2010-12-31,00:46:51.542937,Sleeping,07:01:15.611154
1665,2010-12-31,07:03:59.478766,Meal_Preparation,07:14:53.848233
1666,2010-12-31,07:15:11.007568,Relax,07:25:34.176427
1667,2010-12-31,08:30:15.993645,Leave_Home,08:30:22.659639
1668,2010-12-31,13:52:11.03139,Enter_Home,13:52:15.112253
1669,2010-12-31,14:00:13.200101,Relax,14:06:03.705175
1670,2010-12-31,14:06:09.289421,Meal_Preparation,14:13:33.504355
1672,2010-12-31,14:13:35.894934,Housekeeping,14:38:00.749852
1673,2010-12-31,14:42:20.489741,Relax,18:53:04.424753
1680,2010-12-31,18:53:08.101394,Meal_Preparation,19:11:37.767313
1681,2010-12-31,19:11:49.621875,Relax,19:14:58.062059
1682,2010-12-31,19:23:33.87396,Meal_Preparation,19:30:55.298957
1683,2010-12-31,19:33:13.48178,Relax,20:20:32.312792
1685,2010-12-31,20:25:15.07346,Meal_Preparation,20:26:13.653327
1686,2010-12-31,20:26:32.379598,Eating,21:04:03.838592
1687,2010-12-31,21:15:57.616239,Relax,01:03:36.698316
1690,2011-01-01,01:13:49.913499,Sleeping,06:15:43.804604
1691,2011-01-01,06:15:55.528866,Bed_to_Toilet,06:18:23.293976
1692,2011-01-01,06:18:36.946641,Sleeping,10:38:00.078859
1693,2011-01-01,10:53:54.104185,Meal_Preparation,11:15:15.686402
1696,2011-01-01,11:15:19.424739,Relax,11:51:04.701937
1697,2011-01-01,11:55:22.167632,Meal_Preparation,11:57:45.822876
1699,2011-01-01,11:59:04.692108,Eating,12:05:06.485168
1700,2011-01-01,12:05:10.639151,Wash_Dishes,12:07:03.899128
1701,2011-01-01,12:36:16.857605,Relax,14:37:29.965912
1707,2011-01-01,14:42:15.552276,Meal_Preparation,14:42:44.19499
1708,2011-01-01,14:56:22.312993,Eating,15:14:40.719842
1709,2011-01-01,16:04:59.422589,Relax,17:11:10.714899
1710,2011-01-01,17:15:44.395454,Housekeeping,17:24:45.95721
1711,2011-01-01,17:42:53.456364,Relax,18:04:23.452414
1712,2011-01-01,18:13:06.383581,Eating,18:20:25.779567
1713,2011-01-01,18:35:54.309319,Relax,00:10:11.296316
1719,2011-01-02,00:16:41.664833,Sleeping,05:42:38.761127
1720,2011-01-02,05:42:42.581676,Bed_to_Toilet,05:45:15.185803
1721,2011-01-02,05:45:24.234037,Sleeping,05:57:39.985184
1722,2011-01-02,06:04:37.929043,Meal_Preparation,06:18:43.037145
1724,2011-01-02,06:18:56.393386,Relax,07:54:10.970757
1727,2011-01-02,08:12:33.82452,Leave_Home,08:12:39.329771
1728,2011-01-02,08:13:59.964013,Enter_Home,08:14:03.536872
1729,2011-01-02,08:16:31.873599,Leave_Home,08:16:36.953474
1730,2011-01-02,12:14:37.378682,Enter_Home,12:14:42.213738
1731,2011-01-02,12:23:06.377763,Leave_Home,12:23:11.003403
1732,2011-01-02,12:27:01.066881,Enter_Home,12:27:05.34628
1733,2011-01-02,12:29:27.76057,Relax,13:06:08.744747
1734,2011-01-02,13:44:35.473019,Leave_Home,13:44:39.756731
1735,2011-01-02,16:00:59.730306,Enter_Home,16:01:03.314921
1736,2011-01-02,16:04:15.245723,Relax,16:36:08.640552
1738,2011-01-02,16:36:15.733686,Meal_Preparation,16:52:57.944774
1740,2011-01-02,16:53:02.647683,Relax,18:32:17.055896
1742,2011-01-02,20:25:15.301382,Meal_Preparation,20:28:53.730011
1743,2011-01-02,20:29:44.854002,Eating,20:33:50.071379
1744,2011-01-02,21:21:20.603447,Relax,23:45:04.865182
1746,2011-01-03,00:02:56.925266,Relax,00:20:11.931095
1747,2011-01-03,00:22:30.081303,Sleeping,08:40:16.401941
1748,2011-01-03,08:50:45.372352,Meal_Preparation,09:03:06.035541
1749,2011-01-03,09:03:12.758493,Relax,09:32:44.671218
1751,2011-01-03,10:57:39.171555,Meal_Preparation,10:59:55.133911
1752,2011-01-03,11:00:20.781467,Eating,11:06:15.232474
1753,2011-01-03,11:06:55.131029,Wash_Dishes,11:13:33.802849
1754,2011-01-03,12:01:18.878127,Relax,13:01:48.850227
1755,2011-01-03,14:12:07.769143,Leave_Home,14:12:12.889319
1756,2011-01-03,14:15:45.736816,Enter_Home,14:15:50.092422
1757,2011-01-03,14:16:20.502278,Leave_Home,14:16:24.719478
1758,2011-01-03,15:49:17.309139,Enter_Home,15:49:22.871952
1759,2011-01-03,15:52:23.342999,Meal_Preparation,16:15:36.271649
1763,2011-01-03,16:16:40.977517,Relax,00:06:59.546043
1779,2011-01-05,00:08:56.78724,Sleeping,05:54:16.545085
1780,2011-01-05,05:54:23.582746,Bed_to_Toilet,05:56:58.903017
1781,2011-01-05,05:57:19.980014,Sleeping,08:03:37.741302
1782,2011-01-05,08:07:51.96307,Meal_Preparation,08:40:27.06375
1785,2011-01-05,08:41:15.765182,Relax,09:40:36.028047
1787,2011-01-05,09:56:10.279945,Meal_Preparation,09:59:47.635197
1788,2011-01-05,09:59:53.500138,Eating,10:06:34.039765
1789,2011-01-05,11:36:38.973824,Leave_Home,11:36:43.264489
1790,2011-01-05,14:09:31.913802,Enter_Home,14:09:36.779142
1791,2011-01-05,14:48:34.584442,Relax,15:47:37.881467
1794,2011-01-05,15:56:23.971309,Leave_Home,15:56:24.549492
1795,2011-01-05,19:40:44.182258,Enter_Home,19:40:50.041471
1796,2011-01-05,19:42:28.191836,Relax,22:23:38.385547
1801,2011-01-05,22:42:22.592852,Sleeping,06:57:23.167774
1802,2011-01-06,06:59:53.975199,Meal_Preparation,07:18:22.012915
1804,2011-01-06,07:21:27.321835,Relax,07:41:50.915198
1805,2011-01-06,08:44:26.232747,Leave_Home,08:44:31.796798
1806,2011-01-06,10:17:50.907785,Enter_Home,10:17:54.584772
1807,2011-01-06,10:22:21.685594,Meal_Preparation,10:23:12.181746
1808,2011-01-06,10:23:15.374126,Eating,10:27:53.429678
1809,2011-01-06,10:33:45.103816,Leave_Home,10:33:49.650673
1810,2011-01-06,13:28:57.94587,Enter_Home,13:29:02.409776
1811,2011-01-06,13:30:27.808236,Meal_Preparation,13:35:06.171279
1812,2011-01-06,13:38:33.636906,Relax,19:21:25.721042
1820,2011-01-06,19:21:36.762509,Meal_Preparation,19:32:40.586724
1823,2011-01-06,19:32:47.049499,Relax,00:18:29.213842
1828,2011-01-07,00:26:38.560184,Sleeping,07:15:09.447427
1829,2011-01-07,07:15:23.726204,Bed_to_Toilet,07:18:47.609036
1830,2011-01-07,07:18:56.546288,Sleeping,08:14:57.635824
1831,2011-01-07,08:17:36.689154,Meal_Preparation,08:30:56.790416
1832,2011-01-07,08:31:43.589585,Relax,10:10:02.403559
1837,2011-01-07,10:36:07.804828,Meal_Preparation,10:48:11.764873
1839,2011-01-07,10:48:23.850055,Eating,10:53:49.475176
1840,2011-01-07,11:46:20.403821,Leave_Home,11:46:25.176645
1841,2011-01-07,15:48:17.471585,Enter_Home,15:48:24.373825
1842,2011-01-07,16:02:00.088211,Meal_Preparation,16:20:28.952134
1843,2011-01-07,16:21:04.108161,Relax,16:30:42.300949
1844,2011-01-07,16:31:01.989502,Meal_Preparation,16:34:28.270489
1845,2011-01-07,16:34:31.105803,Relax,18:50:06.971487
1848,2011-01-07,18:50:22.15609,Meal_Preparation,19:22:37.780859
1853,2011-01-07,19:23:02.190492,Relax,19:28:48.649328
1854,2011-01-07,19:28:51.004648,Meal_Preparation,19:31:22.825623
1855,2011-01-07,19:39:48.879041,Relax,00:23:28.37527
1861,2011-01-08,00:32:46.319214,Sleeping,05:49:52.054709
1862,2011-01-08,05:50:03.391941,Bed_to_Toilet,05:53:16.924063
1863,2011-01-08,05:53:42.43498,Sleeping,09:31:29.409224
1864,2011-01-08,09:34:08.751677,Meal_Preparation,09:57:02.63693
1867,2011-01-08,09:57:06.412084,Relax,10:17:51.409821
1868,2011-01-08,10:17:56.752728,Meal_Preparation,10:23:22.080837
1869,2011-01-08,10:23:36.757882,Relax,11:04:15.296735
1870,2011-01-08,13:10:09.721219,Meal_Preparation,13:20:49.800138
1871,2011-01-08,13:24:24.643547,Eating,13:38:35.985646
1872,2011-01-08,13:38:41.004501,Relax,15:33:44.530047
1876,2011-01-08,15:38:13.744625,Meal_Preparation,15:48:17.077774
1877,2011-01-08,15:52:47.80741,Relax,16:11:05.841027
1878,2011-01-08,16:30:17.950134,Housekeeping,16:35:22.574459
1879,2011-01-08,16:36:14.575048,Relax,23:24:17.179492
1886,2011-01-08,23:29:20.285497,Sleeping,05:30:39.730395
1887,2011-01-09,05:30:45.822447,Bed_to_Toilet,05:34:00.497681
1888,2011-01-09,05:34:06.133122,Sleeping,08:04:24.011465
1889,2011-01-09,08:33:34.95206,Meal_Preparation,08:44:48.023986
1891,2011-01-09,08:44:49.052306,Relax,10:02:51.17065
1893,2011-01-09,10:07:45.804676,Meal_Preparation,10:14:41.603365
1894,2011-01-09,10:14:44.981221,Eating,10:21:39.192655
1895,2011-01-09,10:44:21.302298,Meal_Preparation,10:51:05.28104
1896,2011-01-09,10:51:10.401914,Relax,11:01:14.486132
1897,2011-01-09,11:01:19.934622,Wash_Dishes,11:29:52.097132
1898,2011-01-09,11:37:31.780308,Relax,15:42:40.440554
1903,2011-01-09,15:42:41.975444,Meal_Preparation,17:47:01.393196
1906,2011-01-09,20:27:14.230544,Relax,00:08:49.991492
1910,2011-01-10,00:09:49.675433,Sleeping,04:05:48.429595
1911,2011-01-10,04:05:53.0431,Bed_to_Toilet,04:08:53.515633
1912,2011-01-10,04:09:14.893373,Sleeping,06:56:52.915806
1913,2011-01-10,07:05:43.73029,Meal_Preparation,08:41:53.574355
1915,2011-01-10,08:56:12.64905,Leave_Home,08:56:17.231491
